prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2048.0,512.0,2151.29072248396,75.96216273881308,952.194,6731.771000000001,2559.0
8192,8192.0,512.0,2508.909842654376,90.76956725969059,3268.8770000000004,5629.9285,8703.0
32768,32768.0,512.0,2389.043117555714,120.92357423684018,13716.729500000001,4227.0375,33279.0
