prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2053.0,512.0,2463.5768155123333,46.4163706246905,833.3425,11009.0565,2564.0
8192,8210.0,512.0,2788.6733596676086,45.22050660621313,2944.0550000000003,11300.183,8721.0
32768,32813.0,512.0,2617.5215444576697,40.5350712377964,12535.921,12612.2025,33324.0
