prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2048.0,256.0,2198.8667586605166,81.37850100353583,931.6355,3133.7565000000004,2303.0
8192,8192.0,256.0,2562.0827604967208,90.84954241541604,3197.4085,2811.632,8447.0
