prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2053.0,512.0,2115.2909083407376,74.38125301191127,971.1725,6870.0195,2564.0
8192,8210.0,512.0,2527.5575515178634,86.62104077372331,3248.2805,5915.4765,8721.0
32768,32813.0,512.0,2393.579698321329,66.39145355849956,13708.9375,7705.43,33324.0
