prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2048.0,512.0,2155.5619531943585,107.86035220528004,950.1005,4885.9205,2559.0
8192,8192.0,512.0,2534.9170140907927,122.9222658289241,3231.688,4162.273499999999,8703.0
32768,32768.0,512.0,2344.6528691682247,119.54699656372131,13975.6685,4275.046,33279.0
