prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2048.0,512.0,2244.4222752046876,92.6182040576425,912.4845,5534.9165,2559.0
8192,8192.0,512.0,2548.126737642654,170.75734605336294,3214.993,2992.8230000000003,8703.0
32768,32768.0,512.0,2399.072745951664,149.87879587357804,13658.6235,3409.4260000000004,33279.0
