prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2053.0,512.0,2160.994148974549,80.27839785394401,950.0264999999999,6374.1165,2564.0
8192,8210.0,512.0,2573.6491225714017,80.14567014778416,3190.0245,6380.6335,8721.0
32768,32813.0,512.0,2443.6912402527128,69.18214861540805,13427.640500000001,7389.483,33324.0
