prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,cached_tokens
2048,2048.0,512.0,2130.1427686645666,118.60245500960558,961.4395,4393.8595,2559.0
8192,8192.0,512.0,2445.6299265843368,101.0610320424797,3351.157,5118.4295,8703.0
32768,32768.0,512.0,2320.246409458614,102.40281817215282,14124.369999999999,5151.5725,33279.0
