prompt_target,prompt_actual,output_actual,prompt_tps,decode_tps,prompt_ms,decode_ms,total_ms,cached_tokens,accepted_draft,rejected_draft
131072,131072.0,256.0,1319.05,101.875,99375.0,2515.0,101900.0,0.0,204.0,4.0
